BJD - 2454833,Corrected Flux
2755.760553,0.999479079
2755.801417,0.999422308
2755.821849,0.999432938
2755.842281,0.999578889
2755.862713,0.999550967
2755.883145,0.999454235
2755.903576,0.999419993
2755.924008,0.999616283
2755.94444,0.999566446
2755.964872,0.999502405
2755.985304,0.99944374
2756.005736,0.999630858
2756.026168,0.999073876
2756.0466,0.998785817
2756.067032,0.998753658
2756.087463,0.998856961
2756.107895,0.999006468
2756.128327,0.998811964
2756.148759,0.998841597
2756.169191,0.99887678
2756.189623,0.99885537
2756.210055,0.99882739
2756.230486,0.998925591
2756.250918,0.998922863
2756.27135,0.998857611
2756.291782,0.998948524
2756.312214,0.998919933
2756.332646,0.998866591
2756.353078,0.99868364
2756.37351,0.998375345
2756.393941,0.998816359
2756.414373,0.998643084
2756.434805,0.998651885
2756.455237,0.998817142
2756.475669,0.998576736
2756.496101,0.998559901
2756.536965,0.999462266
2756.557396,0.999301165
2756.577828,0.999179215
2756.59826,0.999154171
2756.618692,0.999055945
2756.639124,0.999214882
2756.659556,0.999189181
2756.679988,0.999560151
2756.70042,0.999176174
2756.720851,0.999631895
2756.741283,0.998885347
2756.782147,0.999957057
2770.798346,0.997222842
2770.818778,0.997089288
2770.83921,0.997003765
2770.859641,0.996848405
2770.880073,0.996844606
2770.900505,0.996765774
2770.920936,0.996640078
2770.941368,0.996576369
2770.9618,0.996475201
2770.982232,0.996293016
2771.002663,0.996123451
2771.023095,0.996036573
2771.043527,0.996250634
2771.063959,0.996510149
2771.08439,0.996634162
2771.104822,0.99670073
2771.125254,0.996794787
2771.145685,0.99668183
2771.166117,0.996868204
2771.186549,0.99684166
2771.206981,0.996479902
2771.227412,0.996723095
2771.247844,0.996634405
2771.268276,0.996263948
2771.288707,0.996223611
2771.309139,0.996240974
2771.329571,0.996605537
2771.350003,0.996286979
2771.370434,0.996225154
2771.390866,0.996381091
2771.411298,0.996047777
2771.431729,0.996284112
2771.452161,0.996431689
2771.472593,0.996098939
2771.493025,0.996153245
2771.513456,0.996353386
2771.533888,0.996407405
2771.55432,0.996344356
2771.574752,0.996331987
2771.595183,0.996212709
2771.615615,0.996092567
2771.636047,0.996179843
2771.656478,0.996157424
2771.67691,0.996130269
2771.697342,0.996097114
2771.738205,0.996538972
2771.758637,0.996796792
2771.779069,0.996806637
2771.7995,0.996861914
2771.819932,0.996979041
2771.840364,0.996980278
2771.860796,0.997360957
2771.881227,0.997205653
2771.901659,0.997264691
2771.922091,0.997288147
2771.942522,0.997360985
2771.962954,0.997597224
2771.983386,0.997507381
2772.003818,0.997512868
2772.024249,0.997481554
2772.044681,0.997482296
2772.065113,0.997527917
2772.085545,0.997514846
2772.105976,0.997603172
2772.126408,0.997665011
2772.14684,0.997818466
2772.167271,0.997758359
2772.187703,1.000825043
2772.208135,0.997777654
2772.228566,0.997673354
2772.248998,0.997616497
2772.26943,0.997513493
2772.289862,0.997571669
2772.310293,0.997140534
2772.330725,0.997636642
2772.351157,0.997717379
2772.371589,0.997778366
2772.39202,0.997611611
2772.412452,0.997507159
2772.432884,0.997954541
2772.453315,0.997918125
2772.473747,0.997988986
2772.494179,0.998219677
2772.51461,0.998437411
2772.535042,0.998263903
2772.555474,0.998655066
2772.575906,0.998424846
2772.596337,0.998389787
2772.616769,0.998279897
2772.637201,0.998132939
2772.657632,0.998184944
2772.678064,0.998590908
2772.718928,0.999040603
2772.739359,0.99870858
2772.759791,0.998429319
2772.780223,0.998775026
2772.800654,0.99882408
2772.821086,0.998715472
2772.841518,0.998688248
2772.86195,0.998741186
2772.882381,0.998422034
2772.902813,0.998440856
2772.923245,0.998558484
2772.943676,0.998230977
2772.964108,0.99840926
2772.98454,0.998447778
2773.004972,0.998202944
2773.025403,0.998442923
2773.045835,0.998590623
2773.066267,0.99843011
2773.086698,0.998541957
2773.10713,0.998329008
2773.127562,0.998223936
2773.147993,0.998274476
2773.168425,0.998259124
2773.188857,0.998503543
2773.209289,0.998418024
2773.22972,0.998352203
2773.250152,0.99820601
2773.270584,0.99868131
2773.291015,0.998036354
2773.311447,0.99832331
2773.331879,0.99964037
2773.352311,0.998163261
2773.372742,0.998122165
2773.393174,0.998188143
2773.413606,0.997975372
2773.434037,0.997954154
2773.454469,0.99793159
2773.474901,0.998136557
2773.495332,0.998218918
2773.515764,0.998283114
2773.536196,0.998278546
2773.556628,0.998682588
2773.577059,0.998564331
2773.597491,0.998360818
2773.617923,0.998508363
2773.638355,0.998241376
2773.658786,0.998146348
2773.679218,0.998045732
2773.69965,0.997852067
2773.720081,0.997728619
2773.740513,0.997779217
2773.760945,0.99800112
2773.781376,0.997662644
2773.801808,0.997698597
2773.82224,0.997597234
2773.842672,0.998080167
2773.863103,0.99759205
2773.883535,0.997476513
2773.903967,0.99735096
2773.924398,0.997132599
2773.94483,0.997221052
2773.965262,0.99713927
2773.985694,0.997032204
2774.006125,0.996804736
2774.026557,0.9968387
2774.046989,0.996814381
2774.06742,0.996693615
2774.087852,0.99653978
2774.108284,0.996563833
2774.128715,0.996295794
2774.149147,0.996231093
2774.19001,0.99716491
2774.210442,0.997227518
2774.230874,0.997015255
2774.251306,0.997076725
2774.271737,0.997765386
2774.292169,0.997254546
2774.312601,0.997266115
2774.333033,0.997500412
2774.353464,0.997567454
2774.373896,0.997642063
2774.394328,0.997457789
2774.414759,0.997637894
2774.435191,0.997490662
2774.455623,0.997711258
2774.476054,0.997378586
2774.496486,0.997127892
2774.516918,0.997216881
2774.537349,0.997099582
2774.557781,0.996866849
2774.578213,0.997006126
2774.598645,0.996908788
2774.619076,0.996679943
2774.639508,0.996627545
2774.700803,0.995438583
2774.721235,0.995878196
2774.741666,0.996201271
2774.762098,0.99638416
2774.78253,0.996246
2774.802962,0.996326249
2774.823393,0.996419168
2774.843825,0.996431623
2774.864257,0.996570384
2774.884688,0.99672257
2774.90512,0.99668112
2774.925552,0.996569264
2774.945984,0.996771991
2774.966415,0.996820452
2774.986847,0.996595605
2775.007279,0.996782574
2775.02771,0.996671408
2775.048142,0.996762008
2775.068574,0.996711596
2775.089005,0.996720521
2775.109437,0.99693189
2775.129869,0.996936205
2775.1503,0.997320033
2775.170732,0.997254433
2775.191164,0.997220162
2775.211596,0.9974143
2775.232027,0.997455506
2775.252459,0.997529542
2775.272891,0.997436032
2775.293322,0.997451171
2775.313754,0.997616672
2775.334186,0.997553674
2775.354617,0.997895895
2775.375049,0.997938097
2775.415913,0.998015943
2775.436344,0.998053966
2775.456776,0.997940872
2775.477208,0.998048172
2775.497639,0.998070554
2775.518071,0.99803439
2775.538503,0.998107106
2775.558934,0.998104669
2775.579366,0.997858508
2775.599798,0.997552406
2775.620229,0.997315998
2775.661093,1.001742301
2775.681525,1.002057691
2775.701956,1.002129308
2775.722388,1.0023383
2775.74282,1.002015281
2775.763251,1.002160366
2775.783683,1.002067559
2775.804115,1.001858713
2775.824546,1.001495971
2775.844978,1.001302867
2775.86541,1.001296782
2775.885842,1.001249148
2775.906273,1.000716756
2775.926705,0.999734234
2775.947137,0.998941852
2775.967568,0.998490422
2775.988,0.999359724
2776.008432,0.99938827
2776.028863,0.99904524
2776.049295,0.998431936
2776.069727,0.998675831
2776.090158,0.998998674
2776.11059,0.998978
2776.131022,0.998823275
2776.151454,0.998333266
2776.171885,0.998039554
2776.192317,0.997963719
2776.212749,0.997626173
2776.23318,0.997871398
2776.253612,0.997789317
2776.274044,0.998097533
2776.294475,0.997829706
2776.314907,0.997967688
2776.335339,0.998016035
2776.35577,0.998147068
2776.376202,0.998013156
2776.396634,0.997895649
2776.417065,0.998094819
2776.437497,0.997813667
2776.457929,0.997859445
2776.478361,0.99799032
2776.498792,0.998144318
2776.519224,0.998103153
2776.539656,0.998361359
2776.560087,0.997968607
2776.580519,0.997984784
2776.600951,0.998309104
2776.662246,0.998221867
2776.682678,0.997688151
2776.703109,0.997695022
2776.723541,0.997630518
2776.743973,0.997912154
2776.764404,0.99776827
2776.784836,0.997570764
2776.805268,0.998165797
2776.825699,0.998177006
2776.846131,0.998368036
2776.866563,0.998338847
2776.886994,0.998276802
2776.907426,0.998235356
2776.927858,0.99811313
2776.94829,0.998300829
2776.968721,0.997991822
2776.989153,0.998099835
2777.009585,0.997876571
2777.030016,0.997752356
2777.050448,0.998233779
2777.07088,0.998192873
2777.091311,0.99819943
2777.111743,0.99825966
2777.132175,0.997861458
2777.152606,0.998039975
2777.173038,0.997986205
2777.19347,0.997953093
2777.213901,0.998038971
2777.234333,0.998032833
2777.254765,0.998009444
2777.275197,0.998317148
2777.295628,0.99817655
2777.31606,0.998154723
2777.336492,0.998487979
2777.356923,0.998318728
2777.377355,0.998415793
2777.397787,0.998602026
2777.418218,0.998542438
2777.43865,0.998587906
2777.459082,0.99846389
2777.479513,0.998625833
2777.499945,0.99869334
2777.520377,0.998805639
2777.540809,0.998870747
2777.56124,0.998833434
2777.581672,0.999182766
2777.602104,0.999104589
2777.622535,0.999086285
2777.642967,0.999010677
2777.663399,0.998851354
2777.68383,0.999355373
2777.704262,0.999356754
2777.724694,0.999152004
2777.745125,0.99942152
2777.765557,0.999594037
2777.785989,0.999464992
2777.80642,0.999472614
2777.826852,0.999624955
2777.847284,0.999447325
2777.867716,0.999573879
2777.888147,0.999387504
2777.908579,0.999291414
2777.929011,0.999469743
2777.949442,0.999697832
2777.969874,0.999502604
2777.990306,0.999447771
2778.010737,0.999624529
2778.031169,0.9993609
2778.051601,0.999374811
2778.072032,0.99951999
2778.092464,0.999511781
2778.112896,0.99947712
2778.133327,0.999395634
2778.153759,0.99945262
2778.174191,0.999490401
2778.194622,0.999353965
2778.215054,0.99914274
2778.235486,0.999235382
2778.255917,0.999463881
2778.276349,0.999124536
2778.296781,0.998966032
2778.317213,0.998842739
2778.337644,0.998776538
2778.358076,0.998909187
2778.378508,0.998811224
2778.398939,0.998799015
2778.419371,0.998927085
2778.439803,0.99866883
2778.460234,0.99852518
2778.480666,0.998720464
2778.501098,0.998566348
2778.521529,0.998546691
2778.541961,0.998461836
2778.562393,0.99831302
2778.603256,0.999895224
2778.623688,0.999514215
2778.64412,0.998432502
2778.664551,0.997839681
2778.684983,0.997840614
2778.705415,0.997995907
2778.725846,0.998480007
2778.746278,0.998647643
2778.76671,0.998843449
2778.787141,0.998944436
2778.807573,0.998381296
2778.828005,0.997163757
2778.848436,0.99750901
2778.868868,0.997664776
2778.8893,0.998699221
2778.909731,0.998197948
2778.930163,0.998160771
2778.950595,0.997785981
2778.971026,0.998504151
2778.991458,0.998850618
2779.01189,0.998829946
2779.032322,0.998986283
2779.052753,0.998945934
2779.073185,0.998741811
2779.093617,0.998905472
2779.114048,0.999935778
2779.13448,0.998967158
2779.154912,0.998895574
2779.175343,0.998878586
2779.195775,0.998737468
2779.216207,0.998913721
2779.236638,0.99868747
2779.25707,0.998743498
2779.277502,0.998859178
2779.297933,0.998982174
2779.318365,0.999019201
2779.338797,0.999026876
2779.359228,0.997659567
2779.37966,0.997693176
2779.400092,0.997833991
2779.420523,0.997973196
2779.440955,0.997917258
2779.461387,0.99786572
2779.481819,0.998058595
2779.50225,0.998423073
2779.522682,0.998340978
2779.543114,0.998277217
2779.563545,0.998345246
2779.583977,0.998640707
2779.604409,0.998617277
2779.62484,0.998535244
2779.645272,0.998823036
2779.665704,0.99888744
2779.686135,0.999027708
2779.706567,0.999320985
2779.726999,0.999323859
2779.74743,0.999371779
2779.767862,0.999413077
2779.788294,0.999250838
2779.808725,0.999199679
2779.829157,0.998753069
2779.849589,0.99912099
2779.87002,0.998847133
2779.890452,0.998635199
2779.910884,0.998289203
2779.931315,0.998215623
2779.951747,0.998231825
2779.972179,0.998570052
2779.992611,0.998312135
2780.013042,0.998361087
2780.033474,0.99830891
2780.053906,0.998386484
2780.074337,0.998596038
2780.094769,0.998573082
2780.115201,0.998408726
2780.135632,0.998678884
2780.156064,0.998472778
2780.176496,0.998585017
2780.196927,0.998630085
2780.217359,0.998341449
2780.237791,0.998378582
2780.258222,0.998286804
2780.278654,0.998460549
2780.319517,0.998436697
2780.339949,0.998185129
2780.360381,0.997634871
2780.380812,0.998832796
2780.401244,0.998552334
2780.421676,0.99858772
2780.442107,0.998576617
2780.462539,0.998681765
2780.482971,0.99881118
2780.503402,0.998561675
2780.523834,0.998657605
2780.585129,0.998584156
2780.605561,0.998648869
2780.625993,0.998552211
2780.646424,0.998850962
2780.666856,0.99884281
2780.687288,0.999022877
2780.707719,0.998685563
2780.728151,0.998751634
2780.748583,0.998693246
2780.769014,0.998452086
2780.789446,0.998571582
2780.809878,0.998549098
2780.830309,1.000808271
2780.850741,0.998730299
2780.871173,0.998653681
2780.891604,0.998644979
2780.912036,0.998795349
2780.932468,0.998926954
2780.952899,0.998970495
2780.973331,0.998801527
2780.993763,0.999141516
2781.014194,0.998836264
2781.034626,0.999063766
2781.055058,0.998894144
2781.075489,0.998949878
2781.095921,0.998990118
2781.116353,0.999170285
2781.136784,0.998948957
2781.157216,0.998894918
2781.177648,0.998939428
2781.198079,0.998806308
2781.218511,0.999006312
2781.238943,0.998736848
2781.259374,0.998714848
2781.279806,0.998962855
2781.300238,0.998828958
2781.32067,0.998761304
2781.341101,0.999054862
2781.361533,0.998866561
2781.381965,0.999066279
2781.402396,0.998889267
2781.422828,0.998972219
2781.44326,0.999206294
2781.463691,0.999049007
2781.484123,0.999239562
2781.504555,0.998962489
2781.545418,0.999091834
2781.56585,0.999102237
2781.586281,0.999078325
2781.606713,0.999216337
2781.627145,0.999281279
2781.647576,0.999272865
2781.668008,0.999602282
2781.68844,0.99922877
2781.708871,0.999110475
2781.729303,0.999170618
2781.749735,0.999412766
2781.770166,0.999471365
2781.790598,0.99940775
2781.81103,0.999304152
2781.831461,0.999161115
2781.851893,0.999094039
2781.872325,0.999183012
2781.892756,0.99913932
2781.913188,0.999164439
2781.93362,0.999318843
2781.954052,0.9992835
2781.974483,0.999417505
2781.994915,0.999415969
2782.015347,0.999502601
2782.035778,0.999644064
2782.05621,0.999634768
2782.076642,0.999328561
2782.097073,0.999679924
2782.117505,0.999520902
2782.137937,0.999727817
2782.158368,0.99976772
2782.1788,0.999770014
2782.199232,0.999752002
2782.219663,1.000623007
2782.240095,1.000848013
2782.280958,0.999877699
2782.30139,0.999768376
2782.321822,0.999783201
2782.342253,0.999895747
2782.362685,0.999587211
2782.383117,0.999356538
2782.403548,0.999500043
2782.42398,0.999746316
2782.444412,0.9996372
2782.464844,0.999780441
2782.485275,0.999629454
2782.526139,0.999433959
2782.54657,0.999824442
2782.567002,0.999782152
2782.587434,0.999796345
2782.607865,0.999789996
2782.628297,0.99987862
2782.648729,1.000007214
2782.66916,1.000134339
2782.689592,1.000146439
2782.710024,1.000132004
2782.730455,1.00012995
2782.771319,1.000925583
2782.79175,1.000633798
2782.812182,1.001273548
2782.832614,1.000642462
2782.853045,1.000689221
2782.873477,1.000544374
2782.893909,1.000637922
2782.91434,1.000556282
2782.934772,1.00055235
2782.955204,1.000462201
2782.975635,1.000296219
2782.996067,1.00029307
2783.016499,1.000554982
2783.03693,1.000567843
2783.057362,1.000728389
2783.077794,1.000792626
2783.098225,1.001121927
2783.118657,1.000632953
2783.139089,1.000628785
2783.15952,1.00054167
2783.179952,1.000611668
2783.200384,1.000291262
2783.220815,1.000386569
2783.241247,1.000581536
2783.261679,1.000434585
2783.28211,1.000489235
2783.302542,1.000520302
2783.322974,1.000477099
2783.343405,1.000284828
2783.363837,1.000434442
2783.384269,1.00035666
2783.4047,1.00032933
2783.425132,1.000285526
2783.445564,1.000218334
2783.465995,1.000416704
2783.506859,1.000615132
2783.52729,1.000327126
2783.547722,1.000280981
2783.568154,1.0000113
2783.588586,1.000006403
2783.609017,0.99985431
2783.629449,1.000049734
2783.649881,0.999837618
2783.670312,0.999961325
2783.690744,0.999684127
2783.711176,0.99964203
2783.731607,0.99913566
2783.752039,0.999373446
2783.772471,0.999236258
2783.792902,0.999043923
2783.813334,0.99895739
2783.833766,0.998993201
2783.854197,0.999123375
2783.874629,0.998929615
2783.895061,0.999124122
2783.915492,0.99976358
2783.935924,1.000379733
2783.956356,1.000853694
2783.997219,0.999178367
2784.017651,0.998776865
2784.038082,0.998746881
2784.058514,0.998318926
2784.078946,0.998312392
2784.099377,0.998370249
2784.119809,0.998021851
2784.140241,0.998196796
2784.160672,0.997993052
2784.181104,0.997901764
2784.201536,0.998020843
2784.221967,0.997709263
2784.242399,0.99770508
2784.262831,0.997816947
2784.283262,0.997999244
2784.303694,0.998701686
2784.324126,0.99957604
2784.344558,1.000329002
2784.364989,1.000378849
2784.385421,1.000237311
2784.405853,1.000299666
2784.426284,1.000308634
2784.446716,1.000258097
2784.487579,0.997883092
2784.508011,0.997868393
2784.528443,0.997970225
2784.548874,0.997958589
2784.569306,0.997820072
2784.589738,0.997681096
2784.610169,0.997573483
2784.630601,0.997746571
2784.651033,0.997931557
2784.671464,0.997950103
2784.691896,0.998163272
2784.732759,1.000037285
2784.753191,1.000135437
2784.773623,1.000105918
2784.794054,0.999913323
2784.814486,0.999986665
2784.834918,1.000089686
2784.855349,0.999902186
2784.875781,0.999470341
2784.896213,0.99928747
2784.916644,0.999752378
2784.937076,0.999279634
2784.957508,0.99924245
2784.977939,0.999243588
2784.998371,0.999549562
2785.018803,0.999630226
2785.039234,0.99966013
2785.059666,0.999394963
2785.080098,0.999590129
2785.100529,0.999803063
2785.120961,0.9996294
2785.141393,0.999888645
2785.161824,0.999697081
2785.182256,0.999996606
2785.223119,0.999457138
2785.243551,0.99967632
2785.263983,0.999512454
2785.284414,0.999967849
2785.304846,0.999702519
2785.325278,0.99962711
2785.345709,0.999833218
2785.366141,0.999789856
2785.386573,0.999900169
2785.407004,0.999780705
2785.427436,0.99973923
2785.4683,0.99949662
2785.488731,0.999361648
2785.509163,0.999632013
2785.529595,0.999521048
2785.550026,0.99954662
2785.570458,0.999450725
2785.59089,0.999542189
2785.611321,0.999457238
2785.631753,0.999642413
2785.652185,0.999496766
2785.672616,0.99936512
2785.71348,0.999454979
2785.733911,0.999523565
2785.754343,0.999640233
2785.774775,0.999551535
2785.795206,0.999593798
2785.815638,0.999329777
2785.83607,0.999391228
2785.856501,0.999064519
2785.876933,0.999063913
2785.897365,0.999148497
2785.917796,0.998791897
2785.95866,0.998825162
2785.979091,0.999063431
2785.999523,0.999004252
2786.019955,0.999033901
2786.040386,0.998941192
2786.060818,0.999228427
2786.08125,0.999056123
2786.101681,0.999068162
2786.122113,0.999153983
2786.142545,0.999020782
2786.162976,0.998847124
2786.20384,0.99881688
2786.224271,0.998847386
2786.244703,0.998918273
2786.265135,0.99872877
2786.285566,0.998958592
2786.305998,0.998857652
2786.32643,0.998961896
2786.346861,0.998972674
2786.367293,0.999117441
2786.387725,0.998989224
2786.408156,0.998989863
2786.469452,0.998644388
2786.489883,0.998628078
2786.510315,0.998923104
2786.530747,0.998957279
2786.551178,0.999022394
2786.57161,0.998895552
2786.592042,0.999139522
2786.612473,0.999138265
2786.632905,0.999137918
2786.653337,0.999144674
2786.673768,0.999165654
2786.6942,0.999238917
2786.714632,0.998891627
2786.735063,0.999237653
2786.755495,0.999525939
2786.775927,0.999194716
2786.796358,0.999493431
2786.81679,0.999550799
2786.837222,0.999362108
2786.857653,0.999479182
2786.878085,0.999588354
2786.898517,0.999271265
2786.93938,0.999506824
2786.959812,0.999432779
2786.980243,0.999735228
2787.000675,0.99959222
2787.021107,0.999553208
2787.041538,0.999589139
2787.06197,0.999829238
2787.082402,0.999715972
2787.102833,0.999682518
2787.123265,0.99964259
2787.143697,0.999794491
2787.18456,0.999567839
2787.204992,0.999641407
2787.225423,0.999717871
2787.245855,0.999895934
2787.266287,0.99997414
2787.286718,0.999806314
2787.30715,1.000112328
2787.327582,1.000336266
2787.348014,1.000026353
2787.368445,1.000213131
2787.388877,0.999990613
2787.42974,0.999732896
2787.450172,1.000034154
2787.470603,1.000021596
2787.491035,0.999957175
2787.511467,1.000213029
2787.531899,1.000213775
2787.55233,1.000426016
2787.572762,1.000274016
2787.593194,1.00027299
2787.613625,1.000401554
2787.634057,1.000428839
2787.67492,1.00053099
2787.695352,1.00036438
2787.715784,1.000317689
2787.736215,1.000596651
2787.756647,1.000715726
2787.777079,1.000771427
2787.79751,1.000957362
2787.817942,1.001049842
2787.838374,1.001174083
2787.858805,1.000951398
2787.879237,1.001270905
2787.9201,1.001358399
2787.940532,1.001335839
2787.960964,1.001566139
2787.981395,1.001455139
2788.001827,1.001565502
2788.022259,1.001538599
2788.04269,1.001803846
2788.063122,1.001915584
2788.083554,1.001778831
2788.103985,1.001899765
2788.124417,1.002075856
2788.16528,1.001697159
2788.185712,1.001625292
2788.206144,1.002036643
2788.226576,1.001858661
2788.247007,1.001798877
2788.267439,1.001785158
2788.287871,1.001692754
2788.308302,1.001841677
2788.328734,1.001572516
2788.349166,1.00182117
2788.369597,1.002225472
2788.430892,1.000985861
